                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 09:54:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:55:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 09:55:15 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:55:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:55:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:55:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:55:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:56:05 2014, 00:1e:c0:81:71:33,  32.1 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:56:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:56:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 09:56:35 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 09:56:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:56:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 09:57:05 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:57:15 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:57:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:57:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:57:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 09:57:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:58:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 09:58:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:58:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:58:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:58:45 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:58:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 09:59:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 09:59:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:59:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:59:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 09:59:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 09:59:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:00:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:00:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:00:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:00:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:00:45 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:00:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:01:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:01:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:01:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:01:35 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:01:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:01:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:02:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:02:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:02:25 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:02:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:02:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:02:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:03:05 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:03:15 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:03:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.002 A,  11.834 V,  24.703 W
 Thu Apr 24 10:03:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:03:45 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:03:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:04:05 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:04:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:04:25 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:04:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:04:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:04:55 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:05:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:05:15 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:05:25 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:05:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:05:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:05:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:06:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:06:15 2014, 00:1e:c0:81:71:33,  32.7 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:06:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:06:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:06:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:06:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:07:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:07:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:07:25 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:07:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:07:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:07:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:08:05 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.811 V,  24.680 W
 Thu Apr 24 10:08:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:08:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:08:35 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:08:45 2014, 00:1e:c0:81:71:33,  32.5 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:08:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:09:05 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:09:15 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:09:25 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:09:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:09:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:09:55 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.811 V,   1.000 A,  11.834 V,  24.618 W
 Thu Apr 24 10:10:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:10:15 2014, 00:1e:c0:81:71:33,  32.6 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:10:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:10:35 2014, 00:1e:c0:81:71:33,  32.5 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:10:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:10:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.811 V,   1.000 A,  11.834 V,  24.678 W
 Thu Apr 24 10:11:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:11:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:11:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:11:35 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:11:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:11:55 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:12:05 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:12:15 2014, 00:1e:c0:81:71:33,  31.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:12:25 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:12:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:12:45 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:12:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.002 A,  11.834 V,  24.703 W
 Thu Apr 24 10:13:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:13:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:13:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:13:35 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:13:45 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:13:55 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:14:05 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:14:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:14:25 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:14:35 2014, 00:1e:c0:81:71:33,  32.3 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:14:45 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.087 A,  11.834 V,   1.000 A,  11.834 V,  24.703 W
 Thu Apr 24 10:14:55 2014, 00:1e:c0:81:71:33,  32.0 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:15:05 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:15:15 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:15:25 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:15:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:15:45 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:15:55 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:16:05 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:16:15 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:16:25 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:16:35 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:16:45 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:16:55 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.002 A,  11.834 V,  24.673 W
 Thu Apr 24 10:17:05 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:17:15 2014, 00:1e:c0:81:71:33,  32.1 C,   1.016 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:17:25 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:17:35 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.811 V,  24.620 W
 Thu Apr 24 10:17:45 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:17:55 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.811 V,  24.650 W
 Thu Apr 24 10:18:05 2014, 00:1e:c0:81:71:33,  32.0 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:18:15 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:18:25 2014, 00:1e:c0:81:71:33,  32.1 C,   1.011 V,     1,       0,       0,     2  1.083 A,  11.834 V,   1.000 A,  11.834 V,  24.643 W
 Thu Apr 24 10:18:35 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.002 A,  11.834 V,  24.703 W
 Thu Apr 24 10:18:45 2014, 00:1e:c0:81:71:33,  31.9 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.834 V,  24.648 W
 Thu Apr 24 10:18:55 2014, 00:1e:c0:81:71:33,  31.8 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.811 V,   1.000 A,  11.811 V,  24.625 W
 Thu Apr 24 10:19:05 2014, 00:1e:c0:81:71:33,  32.2 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:19:15 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
 Thu Apr 24 10:19:25 2014, 00:1e:c0:81:71:33,  32.4 C,   1.011 V,     1,       0,       0,     2  1.085 A,  11.834 V,   1.000 A,  11.834 V,  24.673 W
