                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Thu Apr 24 08:45:53 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 08:46:03 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:46:13 2014, 00:1e:c0:81:3a:fa,  28.0 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:46:23 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:46:33 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:46:43 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:46:53 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:47:03 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:47:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:47:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.857 V,  17.388 W
 Thu Apr 24 08:47:33 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:47:43 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:47:53 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.695 A,  11.880 V,  17.463 W
 Thu Apr 24 08:48:03 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:48:13 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.880 V,   0.693 A,  11.880 V,  17.463 W
 Thu Apr 24 08:48:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:48:33 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.880 V,   0.693 A,  11.880 V,  17.463 W
 Thu Apr 24 08:48:43 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:48:53 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:49:03 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:49:13 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:49:23 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:49:33 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:49:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:49:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:50:03 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:50:13 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:50:23 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:50:33 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.695 A,  11.880 V,  17.404 W
 Thu Apr 24 08:50:43 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:50:53 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:51:03 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:51:13 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:51:23 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.857 V,   0.693 A,  11.903 V,  17.402 W
 Thu Apr 24 08:51:33 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:51:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:51:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:52:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:52:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.903 V,  17.449 W
 Thu Apr 24 08:52:23 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.695 A,  11.880 V,  17.451 W
 Thu Apr 24 08:52:33 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.903 V,  17.449 W
 Thu Apr 24 08:52:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:52:53 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:53:03 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:53:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:53:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:53:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:53:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:53:53 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:54:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:54:13 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:54:23 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:54:33 2014, 00:1e:c0:81:3a:fa,  27.9 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:54:43 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.903 V,  17.449 W
 Thu Apr 24 08:54:53 2014, 00:1e:c0:81:3a:fa,  27.8 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:55:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.903 V,   0.693 A,  11.903 V,  17.467 W
 Thu Apr 24 08:55:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:55:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:55:33 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:55:43 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:55:53 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:56:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:56:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:56:23 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:56:33 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:56:43 2014, 00:1e:c0:81:3a:fa,  27.7 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:56:53 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:57:03 2014, 00:1e:c0:81:3a:fa,  27.6 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:57:13 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:57:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.880 V,   0.693 A,  11.880 V,  17.374 W
 Thu Apr 24 08:57:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:57:43 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:57:53 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.695 A,  11.880 V,  17.433 W
 Thu Apr 24 08:58:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:58:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 08:58:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:58:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:58:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:58:53 2014, 00:1e:c0:81:3a:fa,  27.5 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 08:59:03 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.770 A,  11.903 V,   0.693 A,  11.857 V,  17.376 W
 Thu Apr 24 08:59:13 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:59:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:59:33 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.903 V,   0.693 A,  11.880 V,  17.421 W
 Thu Apr 24 08:59:43 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 08:59:53 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 09:00:03 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.880 V,  17.404 W
 Thu Apr 24 09:00:13 2014, 00:1e:c0:81:3a:fa,  27.3 C,   1.016 V,     1,       0,       0,     1  0.775 A,  11.880 V,   0.693 A,  11.880 V,  17.433 W
 Thu Apr 24 09:00:23 2014, 00:1e:c0:81:3a:fa,  27.4 C,   1.016 V,     1,       0,       0,     1  0.772 A,  11.880 V,   0.693 A,  11.903 V,  17.420 W
 Thu Apr 24 09:00:35 2014, 00:1e:c0:81:3a:fa,  27.2 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 09:00:45 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 09:00:55 2014, 00:1e:c0:81:3a:fa,  29.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 09:01:05 2014, 00:1e:c0:81:3a:fa,  30.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 09:01:15 2014, 00:1e:c0:81:3a:fa,  31.4 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:01:25 2014, 00:1e:c0:81:3a:fa,  31.8 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.990 A,  11.834 V,  24.939 W
 Thu Apr 24 09:01:35 2014, 00:1e:c0:81:3a:fa,  32.4 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 09:01:45 2014, 00:1e:c0:81:3a:fa,  32.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 09:01:55 2014, 00:1e:c0:81:3a:fa,  32.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.990 A,  11.834 V,  24.969 W
 Thu Apr 24 09:02:05 2014, 00:1e:c0:81:3a:fa,  33.1 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:02:15 2014, 00:1e:c0:81:3a:fa,  33.1 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:02:25 2014, 00:1e:c0:81:3a:fa,  33.3 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:02:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:02:45 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 09:02:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:03:05 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.857 V,   0.988 A,  11.834 V,  25.024 W
 Thu Apr 24 09:03:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:03:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:03:35 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 09:03:45 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:03:55 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:04:05 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 09:04:15 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.857 V,  24.992 W
 Thu Apr 24 09:04:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:04:35 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.985 A,  11.834 V,  24.969 W
 Thu Apr 24 09:04:45 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.988 A,  11.834 V,  25.028 W
 Thu Apr 24 09:04:55 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:05:05 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:05:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.990 A,  11.834 V,  24.998 W
 Thu Apr 24 09:05:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.857 V,  24.962 W
 Thu Apr 24 09:05:35 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:05:45 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:05:55 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:06:05 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.985 A,  11.834 V,  24.939 W
 Thu Apr 24 09:06:15 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:06:25 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:06:35 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.811 V,   0.985 A,  11.834 V,  24.913 W
 Thu Apr 24 09:06:45 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:06:55 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.125 A,  11.834 V,   0.988 A,  11.834 V,  24.998 W
 Thu Apr 24 09:07:05 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:07:15 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:07:25 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 09:07:35 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.811 V,   0.988 A,  11.834 V,  24.913 W
 Thu Apr 24 09:07:45 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:07:55 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 09:08:05 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:08:15 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:08:25 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.811 V,  24.946 W
 Thu Apr 24 09:08:35 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.985 A,  11.834 V,  24.880 W
 Thu Apr 24 09:08:45 2014, 00:1e:c0:81:3a:fa,  34.0 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.988 A,  11.834 V,  24.939 W
 Thu Apr 24 09:08:55 2014, 00:1e:c0:81:3a:fa,  34.1 C,   1.016 V,     1,       0,       0,     2  1.127 A,  11.834 V,   0.985 A,  11.834 V,  24.998 W
 Thu Apr 24 09:09:05 2014, 00:1e:c0:81:3a:fa,  33.9 C,   1.016 V,     1,       0,       0,     2  1.117 A,  11.834 V,   0.988 A,  11.834 V,  24.910 W
 Thu Apr 24 09:09:15 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:09:25 2014, 00:1e:c0:81:3a:fa,  33.6 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:09:35 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
 Thu Apr 24 09:09:45 2014, 00:1e:c0:81:3a:fa,  33.7 C,   1.016 V,     1,       0,       0,     2  1.120 A,  11.834 V,   0.985 A,  11.834 V,  24.910 W
 Thu Apr 24 09:09:55 2014, 00:1e:c0:81:3a:fa,  33.8 C,   1.016 V,     1,       0,       0,     2  1.123 A,  11.834 V,   0.988 A,  11.834 V,  24.969 W
