                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 14:39:11 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:39:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.690 A,  11.926 V,  17.501 W
 Wed Apr 23 14:39:31 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:39:41 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:39:51 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.972 V,   0.690 A,  11.949 V,  17.583 W
 Wed Apr 23 14:40:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:40:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.972 V,  17.592 W
 Wed Apr 23 14:40:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:40:31 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:40:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:40:51 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:41:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:41:11 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:41:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:41:31 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:41:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:41:51 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 14:42:01 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.926 V,  17.561 W
 Wed Apr 23 14:42:11 2014, 00:1e:c0:81:3a:fa,  28.7 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 14:42:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:42:31 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:42:41 2014, 00:1e:c0:81:3a:fa,  28.6 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:42:51 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:43:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 14:43:11 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:43:21 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 14:43:31 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.972 V,   0.690 A,  11.926 V,  17.567 W
 Wed Apr 23 14:43:41 2014, 00:1e:c0:81:3a:fa,  28.5 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:43:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:44:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.693 A,  11.949 V,  17.606 W
 Wed Apr 23 14:44:11 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 14:44:21 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:44:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:44:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:44:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:45:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:45:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:45:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 14:45:31 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.693 A,  11.949 V,  17.547 W
 Wed Apr 23 14:45:41 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:45:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:46:01 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 14:46:11 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:46:21 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 14:46:31 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:46:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 14:46:51 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:47:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:47:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:47:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:47:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:47:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:47:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:48:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 14:48:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.972 V,  17.610 W
 Wed Apr 23 14:48:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.972 V,  17.610 W
 Wed Apr 23 14:48:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:48:41 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 14:48:51 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:49:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:49:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.926 V,  17.519 W
 Wed Apr 23 14:49:21 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:49:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:49:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:49:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:50:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.949 V,  17.535 W
 Wed Apr 23 14:50:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:50:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:50:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.690 A,  11.926 V,  17.519 W
 Wed Apr 23 14:50:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:50:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 14:51:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.949 V,  17.565 W
 Wed Apr 23 14:51:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:51:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:51:31 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:51:41 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.693 A,  11.949 V,  17.547 W
 Wed Apr 23 14:51:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:52:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.972 V,   0.690 A,  11.949 V,  17.612 W
 Wed Apr 23 14:52:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:52:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:52:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:52:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:52:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:53:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:53:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:53:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:53:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:53:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:53:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:54:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:54:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:54:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:54:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:54:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 14:54:51 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:55:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:55:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 14:55:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 14:55:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:55:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:55:51 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 14:56:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.926 V,  17.608 W
 Wed Apr 23 14:56:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:56:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:56:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:56:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.693 A,  11.949 V,  17.606 W
 Wed Apr 23 14:56:51 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:57:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 14:57:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:57:21 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.949 V,   0.693 A,  11.926 V,  17.549 W
 Wed Apr 23 14:57:31 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:57:41 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:57:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:58:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.949 V,  17.594 W
 Wed Apr 23 14:58:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 14:58:21 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.690 A,  11.926 V,  17.579 W
 Wed Apr 23 14:58:31 2014, 00:1e:c0:81:3a:fa,  28.4 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 14:58:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 14:58:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 14:59:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.690 A,  11.949 V,  17.576 W
 Wed Apr 23 14:59:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 14:59:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:59:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 14:59:41 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.693 A,  11.926 V,  17.531 W
 Wed Apr 23 14:59:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:00:01 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:00:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:00:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:00:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:00:41 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:00:51 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.693 A,  11.949 V,  17.547 W
 Wed Apr 23 15:01:01 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.949 V,  17.576 W
 Wed Apr 23 15:01:11 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.693 A,  11.926 V,  17.561 W
 Wed Apr 23 15:01:21 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
 Wed Apr 23 15:01:31 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:01:41 2014, 00:1e:c0:81:3a:fa,  28.1 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.949 V,  17.565 W
 Wed Apr 23 15:01:51 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.926 V,  17.578 W
 Wed Apr 23 15:02:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.926 V,  17.531 W
 Wed Apr 23 15:02:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.926 V,   0.690 A,  11.949 V,  17.547 W
 Wed Apr 23 15:02:21 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.693 A,  11.949 V,  17.594 W
 Wed Apr 23 15:02:31 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.926 V,   0.693 A,  11.949 V,  17.606 W
 Wed Apr 23 15:02:41 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.690 A,  11.926 V,  17.501 W
 Wed Apr 23 15:02:51 2014, 00:1e:c0:81:3a:fa,  28.2 C,   1.016 V,     1,       0,       0,     1  0.780 A,  11.949 V,   0.690 A,  11.926 V,  17.549 W
 Wed Apr 23 15:03:01 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.777 A,  11.926 V,   0.690 A,  11.949 V,  17.517 W
 Wed Apr 23 15:03:11 2014, 00:1e:c0:81:3a:fa,  28.3 C,   1.016 V,     1,       0,       0,     1  0.782 A,  11.949 V,   0.693 A,  11.949 V,  17.624 W
