                     Date,               MAC,    temp,      Vout, PGOOD, MARG_UP, MARG_DN,  Load,       I_A,       V_A,       I_B,       V_B, Total Power
 Wed Apr 23 15:29:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:29:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:30:00 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:30:10 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:30:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:30:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:30:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:30:50 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:31:00 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.972 V,   0.720 A,  11.949 V,  17.612 W
 Wed Apr 23 15:31:10 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:31:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:31:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.723 A,  11.949 V,  17.594 W
 Wed Apr 23 15:31:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:31:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:32:00 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:32:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:32:20 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:32:30 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:32:40 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.972 V,   0.720 A,  11.949 V,  17.582 W
 Wed Apr 23 15:32:50 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:33:00 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:33:10 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:33:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:33:30 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:33:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:33:50 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:34:00 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:34:10 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:34:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:34:30 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:34:40 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:34:50 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:00 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:35:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:35:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:35:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:35:50 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:36:00 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:36:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.718 A,  11.926 V,  17.501 W
 Wed Apr 23 15:36:20 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:36:30 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:36:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:36:50 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:37:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:37:10 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.949 V,  17.577 W
 Wed Apr 23 15:37:20 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:37:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:37:40 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.926 V,   0.720 A,  11.926 V,  17.561 W
 Wed Apr 23 15:37:50 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:38:00 2014, 00:1e:c0:81:71:33,  27.7 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:38:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:38:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:38:30 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:38:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:38:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:39:00 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.972 V,   0.720 A,  11.949 V,  17.582 W
 Wed Apr 23 15:39:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:39:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:39:30 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:39:40 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:39:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.926 V,  17.578 W
 Wed Apr 23 15:40:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:40:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:40:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:40:30 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:40:40 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:40:50 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:41:00 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.972 V,  17.564 W
 Wed Apr 23 15:41:10 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:41:20 2014, 00:1e:c0:81:71:33,  27.6 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:41:30 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:41:40 2014, 00:1e:c0:81:71:33,  27.4 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:41:50 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:42:00 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:42:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:42:20 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.949 V,   0.720 A,  11.949 V,  17.594 W
 Wed Apr 23 15:42:30 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:42:40 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:42:50 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.723 A,  11.926 V,  17.561 W
 Wed Apr 23 15:43:00 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:43:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:43:20 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:43:30 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:43:40 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.723 A,  11.926 V,  17.561 W
 Wed Apr 23 15:43:50 2014, 00:1e:c0:81:71:33,  27.5 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:00 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:44:10 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.752 A,  11.972 V,   0.720 A,  11.926 V,  17.595 W
 Wed Apr 23 15:44:20 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:30 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:44:40 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:44:50 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:45:00 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:45:10 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:45:20 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:45:30 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.748 A,  11.949 V,   0.720 A,  11.949 V,  17.535 W
 Wed Apr 23 15:45:40 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:45:50 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:46:00 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:46:10 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:46:20 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:46:30 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.949 V,  17.547 W
 Wed Apr 23 15:46:40 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:46:50 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:47:00 2014, 00:1e:c0:81:71:33,  27.3 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.926 V,  17.548 W
 Wed Apr 23 15:47:10 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:47:20 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:47:30 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.926 V,   0.720 A,  11.926 V,  17.531 W
 Wed Apr 23 15:47:40 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:47:50 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:48:00 2014, 00:1e:c0:81:71:33,  27.1 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:48:10 2014, 00:1e:c0:81:71:33,  27.0 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,  11.949 V,  17.565 W
 Wed Apr 23 15:48:20 2014, 00:1e:c0:81:71:33,  27.2 C,   1.011 V,     1,       0,       0,     1  0.750 A,  11.949 V,   0.720 A,   0.000 V,   8.962 W
